STATE,DISTRICT,DISTRICT_NS,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,QTR_ENDED,DATE,FISCAL_YEAR
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,6386,3841,52,2,2491,247,176,46,2,23,6139,3665,6,2468,09/30/08,2008-09-30,2008
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,7988,2922,69,0,4997,222,151,51,0,20,7766,2771,18,4977,09/30/08,2008-09-30,2008
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,19529,12247,140,2,7140,698,545,114,2,37,18831,11702,26,7103,09/30/08,2008-09-30,2008
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,6852,4511,46,5,2290,201,138,43,5,15,6651,4373,3,2275,09/30/08,2008-09-30,2008
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,1994,1770,10,1,213,88,76,7,1,4,1906,1694,3,209,09/30/08,2008-09-30,2008
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,3083,2753,26,0,304,87,57,22,0,8,2996,2696,4,296,09/30/08,2008-09-30,2008
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,3208,1564,57,0,1587,182,112,56,0,14,3026,1452,1,1573,09/30/08,2008-09-30,2008
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,1863,936,13,0,914,58,44,12,0,2,1805,892,1,912,09/30/08,2008-09-30,2008
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,10341,2921,33,8,7379,370,151,33,8,178,9971,2770,0,7201,09/30/08,2008-09-30,2008
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5467,2643,48,1,2775,159,86,48,1,24,5308,2557,0,2751,09/30/08,2008-09-30,2008
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,6349,2919,32,3,3395,172,116,31,3,22,6177,2803,1,3373,09/30/08,2008-09-30,2008
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,15343,6687,228,5,8423,1081,730,220,5,126,14262,5957,8,8297,09/30/08,2008-09-30,2008
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,6288,3283,68,6,2931,487,359,66,6,56,5801,2924,2,2875,09/30/08,2008-09-30,2008
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,12053,5294,225,5,6529,764,480,203,5,76,11289,4814,22,6453,09/30/08,2008-09-30,2008
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,10077,5188,92,2,4795,552,370,86,2,94,9525,4818,6,4701,09/30/08,2008-09-30,2008
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,9684,7189,29,2,2464,266,210,29,2,25,9418,6979,0,2439,09/30/08,2008-09-30,2008
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,10752,7838,41,3,2870,205,147,40,3,15,10547,7691,1,2855,09/30/08,2008-09-30,2008
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,41227,30778,177,10,10262,1081,845,170,10,56,40146,29933,7,10206,09/30/08,2008-09-30,2008
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,12113,10269,54,6,1784,489,403,50,6,30,11624,9866,4,1754,09/30/08,2008-09-30,2008
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,29060,21360,76,3,7621,709,531,68,3,107,28351,20829,8,7514,09/30/08,2008-09-30,2008
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,25578,16682,124,3,8765,746,504,122,3,113,24832,16178,2,8652,09/30/08,2008-09-30,2008
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,14923,8609,47,7,6260,261,184,44,7,26,14662,8425,3,6234,09/30/08,2008-09-30,2008
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,11556,5889,102,2,5563,324,215,81,2,26,11232,5674,21,5537,09/30/08,2008-09-30,2008
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,18708,4642,41,0,14025,174,109,38,0,27,18534,4533,3,13998,09/30/08,2008-09-30,2008
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,38133,25818,179,1,12133,1040,844,163,1,30,37093,24974,16,12103,09/30/08,2008-09-30,2008
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,8776,6822,16,6,1932,170,135,15,6,14,8606,6687,1,1918,09/30/08,2008-09-30,2008
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,5701,3141,21,3,2536,142,97,16,3,26,5559,3044,5,2510,09/30/08,2008-09-30,2008
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,14041,10503,41,6,3491,284,219,34,6,25,13757,10284,7,3466,09/30/08,2008-09-30,2008
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,23497,15922,80,5,7490,497,380,72,5,40,23000,15542,8,7450,09/30/08,2008-09-30,2008
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,13706,10053,21,8,3624,342,278,21,8,35,13364,9775,0,3589,09/30/08,2008-09-30,2008
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,6589,5620,43,7,919,247,183,39,7,18,6342,5437,4,901,09/30/08,2008-09-30,2008
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,8085,3968,12,5,4099,188,140,10,5,32,7897,3828,2,4067,09/30/08,2008-09-30,2008
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,5156,2918,33,4,2200,266,180,32,4,49,4890,2738,1,2151,09/30/08,2008-09-30,2008
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,2808,2659,3,1,145,136,128,3,1,4,2672,2531,0,141,09/30/08,2008-09-30,2008
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,5010,4463,8,2,537,162,149,8,2,3,4848,4314,0,534,09/30/08,2008-09-30,2008
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,15556,12930,46,8,2572,756,669,45,8,34,14800,12261,1,2538,09/30/08,2008-09-30,2008
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,12012,7821,43,4,4144,317,249,40,4,24,11695,7572,3,4120,09/30/08,2008-09-30,2008
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,12407,8947,50,4,3406,314,235,50,4,25,12093,8712,0,3381,09/30/08,2008-09-30,2008
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,6431,4590,28,11,1802,245,173,26,11,35,6186,4417,2,1767,09/30/08,2008-09-30,2008
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,1330,1185,4,3,138,60,49,4,3,4,1270,1136,0,134,09/30/08,2008-09-30,2008
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,1459,1248,1,1,209,96,77,1,1,17,1363,1171,0,192,09/30/08,2008-09-30,2008
ALASKA,ALASKA,AK,NINTH CIRCUIT,851,712,11,1,127,80,63,11,1,5,771,649,0,122,09/30/08,2008-09-30,2008
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,16908,13274,349,5,3280,852,528,302,5,17,16056,12746,47,3263,09/30/08,2008-09-30,2008
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,18965,12430,260,0,6275,968,652,171,0,145,17997,11778,89,6130,09/30/08,2008-09-30,2008
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,28613,22860,131,5,5616,1075,811,113,5,145,27538,22049,18,5471,09/30/08,2008-09-30,2008
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,57145,42635,717,2,13787,3093,2293,620,2,174,54052,40342,97,13613,09/30/08,2008-09-30,2008
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,12256,10210,58,0,1988,476,404,50,0,22,11780,9806,8,1966,09/30/08,2008-09-30,2008
HAWAII,HAWAII,HI,NINTH CIRCUIT,1810,1391,17,1,401,67,46,13,1,7,1743,1345,4,394,09/30/08,2008-09-30,2008
IDAHO,IDAHO,ID,NINTH CIRCUIT,4740,3913,23,8,796,186,136,18,8,24,4554,3777,5,772,09/30/08,2008-09-30,2008
MONTANA,MONTANA,MT,NINTH CIRCUIT,1894,1565,10,5,314,81,66,7,5,3,1813,1499,3,311,09/30/08,2008-09-30,2008
NEVADA,NEVADA,NV,NINTH CIRCUIT,16756,11264,166,1,5324,436,262,157,1,15,16320,11002,9,5309,09/30/08,2008-09-30,2008
OREGON,OREGON,OR,NINTH CIRCUIT,11615,8552,41,4,3018,339,230,36,4,69,11276,8322,5,2949,09/30/08,2008-09-30,2008
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,5170,3984,14,5,1167,170,125,12,5,28,5000,3859,2,1139,09/30/08,2008-09-30,2008
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,14730,10204,111,1,4412,462,300,90,1,69,14268,9904,21,4343,09/30/08,2008-09-30,2008
GUAM,GUAM,GUAM,NINTH CIRCUIT,128,115,NA,0,13,2,2,0,0,0,126,113,0,13,09/30/08,2008-09-30,2008
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,14,14,NA,0,0,1,1,0,0,0,13,13,0,0,09/30/08,2008-09-30,2008
COLORADO,COLORADO,CO,TENTH CIRCUIT,19692,16779,91,3,2818,842,722,87,3,29,18850,16057,4,2789,09/30/08,2008-09-30,2008
KANSAS,KANSAS,KS,TENTH CIRCUIT,8642,5814,31,13,2784,248,169,30,13,36,8394,5645,1,2748,09/30/08,2008-09-30,2008
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,4268,3826,33,1,408,197,149,27,1,20,4071,3677,6,388,09/30/08,2008-09-30,2008
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,3036,2652,13,0,371,140,124,9,0,7,2896,2528,4,364,09/30/08,2008-09-30,2008
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,1694,1437,6,2,249,56,47,5,2,2,1638,1390,1,247,09/30/08,2008-09-30,2008
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,5740,4185,20,11,1524,216,172,19,11,14,5524,4013,1,1510,09/30/08,2008-09-30,2008
UTAH,UTAH,UT,TENTH CIRCUIT,8403,4880,63,0,3460,340,245,61,0,34,8063,4635,2,3426,09/30/08,2008-09-30,2008
WYOMING,WYOMING,WY,TENTH CIRCUIT,774,643,11,2,118,51,34,11,2,4,723,609,0,114,09/30/08,2008-09-30,2008
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,16115,7003,95,4,9013,289,190,81,4,14,15826,6813,14,8999,09/30/08,2008-09-30,2008
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,6408,1822,26,4,4556,124,80,24,4,16,6284,1742,2,4540,09/30/08,2008-09-30,2008
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,5049,1379,30,1,3639,69,29,28,1,11,4980,1350,2,3628,09/30/08,2008-09-30,2008
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,3808,3009,40,1,758,193,141,39,1,12,3615,2868,1,746,09/30/08,2008-09-30,2008
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,38725,25432,425,3,12863,1968,1418,393,3,152,36757,24014,32,12711,09/30/08,2008-09-30,2008
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,18562,13424,323,5,4809,1314,917,307,5,84,17248,12507,16,4725,09/30/08,2008-09-30,2008
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,37839,19718,318,3,17800,1499,975,291,3,230,36340,18743,27,17570,09/30/08,2008-09-30,2008
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,10707,3920,41,13,6733,274,173,40,13,48,10433,3747,1,6685,09/30/08,2008-09-30,2008
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,9312,1923,39,3,7347,145,79,38,3,25,9167,1844,1,7322,09/30/08,2008-09-30,2008
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,1095,698,43,0,354,84,39,39,0,6,1011,659,4,348,09/30/09,2009-09-30,2009
MAINE,MAINE,ME,FIRST CIRCUIT,3761,3117,54,5,585,237,159,51,5,22,3524,2958,3,563,09/30/09,2009-09-30,2009
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,19805,16049,228,5,3522,694,474,196,5,18,19111,15575,32,3504,09/30/09,2009-09-30,2009
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,4976,4000,57,2,917,523,377,52,2,92,4453,3623,5,825,09/30/09,2009-09-30,2009
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,5096,4352,16,1,727,172,145,16,1,10,4924,4207,0,717,09/30/09,2009-09-30,2009
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,10922,2953,159,19,7791,390,136,137,19,98,10532,2817,22,7693,09/30/09,2009-09-30,2009
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,9710,8360,134,3,1212,450,310,117,3,19,9260,8050,17,1193,09/30/09,2009-09-30,2009
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,12185,9156,58,19,2952,335,197,56,19,63,11850,8959,2,2889,09/30/09,2009-09-30,2009
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,20508,16790,247,0,3469,650,411,214,0,23,19858,16379,33,3446,09/30/09,2009-09-30,2009
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,13252,9753,1644,0,1819,2121,445,1612,0,28,11131,9308,32,1791,09/30/09,2009-09-30,2009
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,9457,6844,64,4,2545,326,210,62,4,50,9131,6634,2,2495,09/30/09,2009-09-30,2009
VERMONT,VERMONT,VT,SECOND CIRCUIT,1527,1176,2,2,347,58,45,2,2,9,1469,1131,0,338,09/30/09,2009-09-30,2009
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,4592,2086,1662,4,815,1854,159,1661,4,5,2738,1927,1,810,09/30/09,2009-09-30,2009
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,34070,25420,413,3,8219,1502,1028,366,3,90,32568,24392,47,8129,09/30/09,2009-09-30,2009
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,13019,8836,145,0,4038,531,333,136,0,62,12488,8503,9,3976,09/30/09,2009-09-30,2009
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,10158,7208,51,0,2897,312,200,48,0,63,9846,7008,3,2834,09/30/09,2009-09-30,2009
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,13588,10317,180,7,3083,623,393,165,7,57,12965,9924,15,3026,09/30/09,2009-09-30,2009
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,31,20,4,0,7,9,5,4,0,0,22,15,0,7,09/30/09,2009-09-30,2009
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,24179,17890,240,1,6048,874,653,174,1,46,23305,17237,66,6002,09/30/09,2009-09-30,2009
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,11326,4466,146,7,6707,521,329,135,7,50,10805,4137,11,6657,09/30/09,2009-09-30,2009
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,7432,4138,31,0,3256,411,296,31,0,77,7021,3842,0,3179,09/30/09,2009-09-30,2009
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,8159,5507,81,4,2567,363,269,70,4,20,7796,5238,11,2547,09/30/09,2009-09-30,2009
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,9739,4600,105,4,5030,423,317,76,4,26,9316,4283,29,5004,09/30/09,2009-09-30,2009
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,26056,17406,251,1,8397,928,678,220,1,28,25128,16728,31,8369,09/30/09,2009-09-30,2009
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,9312,6425,38,1,2848,229,175,36,1,17,9083,6250,2,2831,09/30/09,2009-09-30,2009
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,2863,2555,19,1,288,135,100,18,1,16,2728,2455,1,272,09/30/09,2009-09-30,2009
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,3489,3157,25,0,307,65,42,21,0,2,3424,3115,4,305,09/30/09,2009-09-30,2009
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,4337,2427,54,1,1855,265,202,50,1,12,4072,2225,4,1843,09/30/09,2009-09-30,2009
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,2008,1127,20,1,860,87,59,20,1,7,1921,1068,0,853,09/30/09,2009-09-30,2009
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,11923,3137,71,9,8706,492,168,68,9,247,11431,2969,3,8459,09/30/09,2009-09-30,2009
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,6959,3648,28,3,3280,211,145,27,3,36,6748,3503,1,3244,09/30/09,2009-09-30,2009
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,7495,4107,37,3,3347,229,178,35,3,12,7266,3929,2,3335,09/30/09,2009-09-30,2009
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,19472,9302,437,8,9724,1628,1041,427,8,151,17844,8261,10,9573,09/30/09,2009-09-30,2009
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,7165,4000,94,2,3069,591,456,88,2,45,6574,3544,6,3024,09/30/09,2009-09-30,2009
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,13060,6322,342,3,6392,1079,670,326,3,79,11981,5652,16,6313,09/30/09,2009-09-30,2009
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,13192,6994,311,1,5883,1050,623,300,1,123,12142,6371,11,5760,09/30/09,2009-09-30,2009
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,12249,9363,43,2,2841,305,245,39,2,19,11944,9118,4,2822,09/30/09,2009-09-30,2009
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,12474,9387,47,6,3034,290,215,46,6,23,12184,9172,1,3011,09/30/09,2009-09-30,2009
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,51286,41887,192,14,9193,1362,1091,179,14,78,49924,40796,13,9115,09/30/09,2009-09-30,2009
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,15719,13751,73,16,1879,648,538,65,16,29,15071,13213,8,1850,09/30/09,2009-09-30,2009
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,37595,30839,116,2,6638,1074,866,112,2,94,36521,29973,4,6544,09/30/09,2009-09-30,2009
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,32020,22817,112,6,9085,989,758,108,6,117,31031,22059,4,8968,09/30/09,2009-09-30,2009
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,19149,11963,74,11,7101,426,323,64,11,28,18723,11640,10,7073,09/30/09,2009-09-30,2009
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,14833,8633,226,6,5967,558,350,173,6,28,14275,8283,53,5939,09/30/09,2009-09-30,2009
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,20299,5973,77,2,14247,226,131,65,2,28,20073,5842,12,14219,09/30/09,2009-09-30,2009
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,52663,39563,351,1,12746,1821,1466,322,1,30,50842,38097,29,12716,09/30/09,2009-09-30,2009
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,10496,8248,29,8,2211,258,202,28,8,20,10238,8046,1,2191,09/30/09,2009-09-30,2009
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,6536,3977,30,3,2525,215,138,30,3,43,6321,3839,0,2482,09/30/09,2009-09-30,2009
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,18437,14546,62,1,3828,316,238,57,1,20,18121,14308,5,3808,09/30/09,2009-09-30,2009
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,28451,19721,101,6,8623,596,448,92,6,50,27855,19273,9,8573,09/30/09,2009-09-30,2009
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,18025,13974,81,3,3962,514,365,80,3,61,17511,13609,1,3901,09/30/09,2009-09-30,2009
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,8513,7422,46,19,1026,308,219,37,19,33,8205,7203,9,993,09/30/09,2009-09-30,2009
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,9669,4840,93,8,4728,339,200,91,8,40,9330,4640,2,4688,09/30/09,2009-09-30,2009
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,6554,3928,43,5,2578,307,222,37,5,43,6247,3706,6,2535,09/30/09,2009-09-30,2009
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,3697,3502,11,2,181,165,148,11,2,3,3532,3354,0,178,09/30/09,2009-09-30,2009
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,6195,5588,13,1,593,235,216,13,1,5,5960,5372,0,588,09/30/09,2009-09-30,2009
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,20490,17529,157,14,2790,901,705,152,14,30,19589,16824,5,2760,09/30/09,2009-09-30,2009
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,15299,11201,27,3,4068,378,330,25,3,20,14921,10871,2,4048,09/30/09,2009-09-30,2009
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,14726,11065,59,6,3596,421,325,55,6,35,14305,10740,4,3561,09/30/09,2009-09-30,2009
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,7347,5276,37,25,2007,308,214,35,25,32,7039,5062,2,1975,09/30/09,2009-09-30,2009
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,1590,1418,5,3,164,67,57,4,3,3,1523,1361,1,161,09/30/09,2009-09-30,2009
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,1790,1594,13,1,182,113,83,13,1,16,1677,1511,0,166,09/30/09,2009-09-30,2009
ALASKA,ALASKA,AK,NINTH CIRCUIT,933,780,14,0,139,98,66,13,0,19,835,714,1,120,09/30/09,2009-09-30,2009
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,31017,25431,563,3,5020,1553,978,493,3,79,29464,24453,70,4941,09/30/09,2009-09-30,2009
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,30052,20169,348,11,9524,1573,1103,237,11,222,28479,19066,111,9302,09/30/09,2009-09-30,2009
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,44023,36450,220,20,7333,1527,1154,187,20,166,42496,35296,33,7167,09/30/09,2009-09-30,2009
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,97481,75047,1017,6,21409,4725,3680,860,6,177,92756,71367,157,21232,09/30/09,2009-09-30,2009
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,19282,16105,112,3,3059,675,558,86,3,25,18607,15547,26,3034,09/30/09,2009-09-30,2009
HAWAII,HAWAII,HI,NINTH CIRCUIT,2941,2356,23,1,560,117,83,23,1,9,2824,2273,0,551,09/30/09,2009-09-30,2009
IDAHO,IDAHO,ID,NINTH CIRCUIT,7203,6313,46,9,835,312,247,39,9,17,6891,6066,7,818,09/30/09,2009-09-30,2009
MONTANA,MONTANA,MT,NINTH CIRCUIT,2593,2195,23,6,369,126,87,21,6,12,2467,2108,2,357,09/30/09,2009-09-30,2009
NEVADA,NEVADA,NV,NINTH CIRCUIT,27560,19790,383,0,7386,881,535,318,0,27,26679,19255,65,7359,09/30/09,2009-09-30,2009
OREGON,OREGON,OR,NINTH CIRCUIT,17200,13310,72,5,3813,601,441,61,5,94,16599,12869,11,3719,09/30/09,2009-09-30,2009
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,7070,5615,47,6,1402,258,183,45,6,24,6812,5432,2,1378,09/30/09,2009-09-30,2009
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,22450,16932,169,7,5323,843,590,149,7,78,21607,16342,20,5245,09/30/09,2009-09-30,2009
GUAM,GUAM,GUAM,NINTH CIRCUIT,212,194,2,0,16,6,3,2,0,1,206,191,0,15,09/30/09,2009-09-30,2009
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,11,10,0,0,1,0,0,0,0,0,11,10,0,1,09/30/09,2009-09-30,2009
COLORADO,COLORADO,CO,TENTH CIRCUIT,26608,22597,171,7,3833,1330,1105,165,7,53,25278,21492,6,3780,09/30/09,2009-09-30,2009
KANSAS,KANSAS,KS,TENTH CIRCUIT,10588,7434,75,15,3064,356,236,71,15,34,10232,7198,4,3030,09/30/09,2009-09-30,2009
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,5765,5264,43,1,456,279,227,37,1,13,5486,5037,6,443,09/30/09,2009-09-30,2009
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,4020,3648,4,0,368,198,185,4,0,9,3822,3463,0,359,09/30/09,2009-09-30,2009
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,2213,1955,5,0,253,76,69,5,0,2,2137,1886,0,251,09/30/09,2009-09-30,2009
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,7372,5595,60,5,1712,314,238,55,5,16,7058,5357,5,1696,09/30/09,2009-09-30,2009
UTAH,UTAH,UT,TENTH CIRCUIT,13660,8757,92,3,4808,595,445,86,3,61,13065,8312,6,4747,09/30/09,2009-09-30,2009
WYOMING,WYOMING,WY,TENTH CIRCUIT,1249,1065,17,1,159,82,53,15,1,6,1167,1012,2,153,09/30/09,2009-09-30,2009
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,20014,9588,102,2,10322,424,292,94,2,36,19590,9296,8,10286,09/30/09,2009-09-30,2009
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,8444,2581,36,2,5825,198,135,34,2,27,8246,2446,2,5798,09/30/09,2009-09-30,2009
